brand,model,milage,fuel_type,price,engine_hp,age
39,57,76000,0,15500,306.0,22
14,677,25880,3,38000,385.0,5
4,962,69000,0,23750,335.0,8
53,85,166200,0,9995,245.0,21
3,1452,115000,0,18900,333.0,12
14,1702,46891,0,31000,169.0,5
7,1344,89190,0,9499,220.0,15
9,398,20200,0,4399,455.0,15
14,671,72393,1,42000,450.0,7
4,1866,80000,0,6800,184.0,17
4,44,92728,0,27000,320.0,15
27,882,99524,0,8700,416.0,14
27,881,22500,0,49000,311.0,4
32,809,18362,0,54900,424.0,5
9,398,17000,0,10000,426.0,9
16,748,18500,0,46000,365.0,3
27,788,63496,0,43999,301.0,7
14,671,94634,1,85000,440.0,4
34,388,107000,0,14490,273.0,12
36,546,59271,0,30999,302.0,7
9,395,59692,0,34999,335.0,5
9,1619,88883,0,31906,355.0,7
15,242,185000,0,7500,288.0,9
11,835,56837,3,21800,283.0,11
1,1358,61300,0,33800,280.0,6
36,213,51984,0,68000,449.0,9
14,557,96680,3,23000,285.0,11
27,882,82900,0,63000,416.0,17
4,1780,12800,0,39900,248.0,4
43,1024,52000,0,35000,340.0,9
44,13,42626,0,41995,395.0,10
43,1174,82975,0,31000,300.0,8
4,114,60000,0,16600,400.0,13
43,140,133510,0,13000,325.0,19
14,662,37000,0,40750,450.0,7
9,276,160900,3,13300,320.0,18
3,174,67400,0,20000,252.0,7
43,431,130000,0,18000,275.0,15
36,215,22480,0,68000,563.0,3
36,215,50000,0,64000,563.0,8
11,1333,188000,1,11000,245.0,24
4,986,3000,0,78000,617.0,2
36,1484,76850,0,32850,302.0,19
36,1447,77300,0,20995,302.0,24
15,241,99200,0,22995,281.0,8
4,976,24850,0,73500,600.0,8
20,1244,76309,0,23995,330.0,11
53,701,94000,0,7000,239.0,18
18,848,155000,0,15500,393.0,15
43,1180,54000,0,25000,330.0,9
36,1441,72784,0,37499,449.0,7
26,1425,1275,0,34999,340.0,9
53,1726,66770,0,22000,381.0,10
36,547,90601,0,8500,268.0,16
14,1341,136731,0,17900,207.0,17
9,395,39000,0,45999,335.0,3
26,1387,108000,0,26500,380.0,8
26,1425,132269,0,7495,340.0,14
36,1443,40300,0,34950,463.0,7
54,906,152000,0,4500,170.0,24
4,970,33500,0,45985,425.0,5
14,687,102000,1,69995,450.0,6
4,113,42750,0,42500,445.0,6
36,756,24000,0,42700,362.0,9
54,825,25250,0,39500,315.0,4
26,1429,58000,0,32999,247.0,6
3,199,13000,2,43000,335.0,3
22,1761,23000,0,64000,285.0,5
4,73,71200,0,20999,300.0,11
3,1222,40000,0,27500,248.0,6
4,970,81000,0,34000,425.0,10
22,1762,143095,0,17999,190.0,20
27,788,67874,0,33500,301.0,8
43,1178,23850,0,47500,440.0,8
28,1006,102000,0,18700,265.0,9
53,1073,62600,0,31900,182.0,7
14,632,25250,0,55600,440.0,3
8,375,92861,0,9875,340.0,20
36,227,13700,2,66000,429.0,4
4,41,130000,0,8000,225.0,19
14,677,36000,1,76373,475.0,3
36,215,12010,0,76500,563.0,8
24,1586,51300,0,25900,191.0,4
20,1253,87000,0,20000,265.0,9
53,942,62500,0,38000,381.0,12
15,1531,90818,0,6800,310.0,18
50,886,160000,0,15500,152.0,10
26,1391,56000,0,32000,518.0,8
52,1093,100331,0,10999,670.0,10
3,173,78500,0,27000,211.0,9
36,1442,25991,0,54500,463.0,4
4,973,15882,0,62999,503.0,4
36,546,67500,0,40500,302.0,11
36,226,51984,2,47000,603.0,6
14,666,19400,0,51000,375.0,4
36,212,43500,0,39900,385.0,6
36,1443,130000,0,9000,463.0,9
14,666,207100,0,37500,375.0,3
4,965,36000,0,51499,543.0,5
15,1678,81500,0,18900,182.0,5
26,1416,69000,0,34999,340.0,9
43,144,126000,0,7700,355.0,20
14,1113,130000,0,9850,300.0,22
27,881,128000,0,19500,306.0,7
43,158,19300,0,69000,480.0,5
53,942,160000,0,7700,230.0,22
36,1490,63160,0,31000,302.0,11
14,953,89600,0,11995,210.0,18
3,164,127500,0,3600,200.0,14
44,54,177000,1,21000,385.0,8
36,213,41500,2,41500,603.0,6
21,690,90000,0,24950,260.0,20
9,507,6000,0,54900,490.0,2
36,1441,9000,0,68420,449.0,3
53,283,65750,0,6950,220.0,21
21,555,72639,0,12900,296.0,8
55,1811,204884,0,7200,235.0,16
9,401,110000,0,3500,310.0,23
21,1829,108000,0,25000,385.0,13
4,964,7968,0,22999,425.0,11
22,842,63172,3,17200,290.0,13
3,1238,78007,0,23000,300.0,8
14,677,13700,3,62900,385.0,7
20,1254,50000,0,36000,295.0,6
36,1446,98413,0,24500,621.0,10
11,451,63496,0,46000,518.0,7
52,1100,25000,0,48990,425.0,3
4,967,19200,0,89999,503.0,3
39,781,175000,0,9250,485.0,16
14,666,61150,0,29900,292.0,21
39,728,74600,0,21000,261.0,11
4,131,30900,0,35800,445.0,10
4,43,71200,0,24950,240.0,9
3,174,137273,0,16900,211.0,13
19,805,60000,0,32000,306.0,11
15,1540,156453,0,33000,340.0,23
15,244,116226,0,17000,288.0,10
0,997,131800,0,5800,300.0,16
43,420,148000,0,9000,300.0,11
36,1607,22000,1,43999,188.0,12
15,1678,127941,0,15999,182.0,11
36,347,112630,0,17000,208.0,10
36,208,54000,0,47500,469.0,10
43,420,76000,0,44400,300.0,7
27,927,65000,0,34000,383.0,7
15,1859,49105,0,47000,355.0,10
14,1733,152000,3,6999,300.0,13
14,662,2800,0,85000,450.0,2
36,1606,79422,1,14500,188.0,13
36,337,49626,0,8400,228.0,20
4,43,69750,0,8500,240.0,12
9,1619,87500,0,24995,355.0,8
10,36,123500,0,5500,292.0,17
4,67,73000,0,17000,240.0,10
22,1761,23442,0,26000,285.0,8
43,150,12554,0,52590,502.0,6
9,399,107000,0,5199,200.0,24
53,1653,169900,0,16900,236.0,21
43,427,9142,0,82500,440.0,4
14,320,2500,0,60999,275.0,2
9,344,143250,0,2000,295.0,19
3,164,49500,0,25500,184.0,6
27,1313,53900,0,26900,295.0,7
14,1706,145000,0,9950,310.0,18
53,1519,140000,0,23977,273.0,18
22,954,167500,0,5000,210.0,17
22,475,149000,0,10950,158.0,11
14,637,23300,0,83500,440.0,3
26,1413,94448,0,30000,340.0,7
14,318,850,0,40000,315.0,3
7,583,140450,0,6500,288.0,14
14,635,105674,0,29500,375.0,7
26,1416,122000,0,6000,300.0,15
0,1636,76500,0,30000,290.0,8
3,186,82300,2,35500,335.0,5
9,508,4200,0,62000,490.0,3
22,1761,87130,0,22500,205.0,17
9,1619,55621,0,47500,355.0,6
44,54,53000,1,55000,400.0,10
44,15,169500,0,12500,395.0,9
14,677,92671,1,69000,450.0,6
26,1400,88750,0,17500,240.0,8
53,410,160900,0,6500,225.0,20
28,1006,118000,0,14000,300.0,9
14,666,92000,0,30000,375.0,5
27,790,16000,0,49900,301.0,6
1,1357,15443,0,37500,505.0,7
0,1635,110000,0,11500,200.0,10
4,980,61000,0,35000,560.0,10
36,547,67865,0,28500,302.0,13
43,426,73043,0,26000,300.0,7
4,48,53750,0,39900,248.0,6
14,1120,127556,0,15600,390.0,22
0,991,123500,0,16000,250.0,12
11,532,130000,0,8000,210.0,19
39,728,65750,0,21500,261.0,13
9,507,9000,0,47000,490.0,2
9,1662,124220,3,32500,295.0,12
11,438,42750,0,26999,375.0,5
7,586,61454,0,31000,288.0,6
22,1765,123500,0,15000,285.0,10
36,547,91900,0,15500,268.0,17
24,1610,65000,0,42500,365.0,7
11,447,75000,0,18900,250.0,15
14,633,37500,0,73500,375.0,4
9,1554,95212,0,21500,355.0,8
4,973,17600,0,82950,503.0,4
39,1852,100900,0,9500,261.0,17
14,1705,28000,0,47500,310.0,3
4,50,123000,0,10500,300.0,16
36,547,67250,3,24950,302.0,11
4,114,114528,0,7300,360.0,17
24,1608,61000,0,60999,365.0,6
28,1139,68860,0,17000,380.0,12
53,1720,7000,2,50000,437.0,2
26,1429,29000,0,31900,247.0,6
53,701,131000,0,6750,239.0,18
4,986,32705,0,45999,617.0,6
27,788,95271,0,12468,301.0,13
36,1443,14700,0,30000,463.0,6
43,158,14000,0,67500,500.0,7
9,1554,74122,0,42599,355.0,6
14,1706,112000,0,49999,310.0,7
16,787,57918,0,30510,300.0,7
27,791,52673,0,8400,263.0,18
9,395,87888,0,17000,312.0,18
27,1310,140800,0,28000,270.0,17
7,586,86500,0,19980,288.0,13
53,1624,2100,0,47500,382.0,2
9,399,116226,0,6900,200.0,18
4,113,64600,0,30999,445.0,10
43,146,123500,0,10000,355.0,17
20,1253,79500,0,13500,265.0,9
53,81,186117,0,16500,245.0,21
4,1777,88450,0,18000,382.0,11
43,1024,69000,0,20900,348.0,9
43,160,14684,0,50999,580.0,3
26,1379,63295,0,19500,247.0,7
8,600,162000,0,23500,420.0,11
53,1724,7400,0,62500,389.0,2
4,126,59700,0,18500,320.0,9
3,1295,99600,0,40999,420.0,17
4,964,76170,0,18500,333.0,23
53,83,107000,0,6000,245.0,19
36,221,41500,0,67000,385.0,6
20,1253,96476,0,21000,265.0,10
9,507,5200,0,82000,490.0,2
4,202,26108,0,48000,445.0,5
36,1071,28800,0,33500,208.0,4
32,1264,55250,0,47350,424.0,6
4,47,42650,0,38500,248.0,7
36,215,73350,0,59400,563.0,8
14,625,97146,1,5900,325.0,21
27,1282,71400,0,34999,306.0,7
27,1309,98313,0,8700,230.0,18
36,207,43690,0,49999,503.0,8
44,16,170000,3,3550,283.0,12
39,1049,57300,0,34500,290.0,6
26,1384,64517,0,35999,340.0,7
4,43,59000,0,20000,230.0,13
9,502,20200,0,64000,430.0,18
14,713,63500,0,42500,240.0,9
28,1138,90305,0,12500,300.0,9
0,1495,41000,0,25900,349.0,6
21,694,45468,0,55000,550.0,6
14,646,70700,0,29995,290.0,8
14,1114,35500,0,28499,460.0,5
4,50,123000,0,10999,300.0,13
3,1295,156875,0,8500,420.0,17
4,51,48291,0,13310,300.0,10
44,1208,16100,0,41000,280.0,3
9,1662,84421,0,17000,355.0,8
39,909,74750,0,12500,188.0,13
0,874,145000,0,11995,201.0,7
14,1565,123500,0,7000,366.0,18
4,48,85768,0,16500,248.0,7
38,1167,119755,0,26999,166.0,6
36,1481,150000,0,23600,429.0,11
4,964,98650,0,32500,425.0,10
4,970,40000,0,55999,425.0,5
8,600,53500,0,36250,420.0,7
36,1443,63160,0,35750,463.0,4
4,970,35200,0,77999,425.0,5
27,877,162000,0,4300,204.0,15
21,694,67645,0,41500,550.0,9
21,694,36000,0,52000,550.0,7
3,1297,51354,0,42999,444.0,8
14,685,28220,0,76740,475.0,3
39,260,40000,0,29999,317.0,6
43,146,55050,0,23000,355.0,20
21,1837,59500,0,19995,300.0,18
36,227,22558,0,43999,429.0,3
9,1617,76474,0,15000,355.0,9
9,1571,67250,1,11500,250.0,20
22,1761,130000,0,5900,190.0,23
5,479,18000,3,75500,552.0,13
4,1,102200,0,20000,240.0,9
14,1114,119950,0,26000,435.0,9
14,634,67072,0,35000,375.0,4
28,1697,107000,0,5500,239.0,22
17,459,120000,0,11999,140.0,26
4,1792,92000,0,24000,300.0,9
36,1442,39600,0,24900,463.0,8
3,185,39000,0,40000,335.0,8
28,1008,54000,0,22000,335.0,9
8,604,123500,3,9250,403.0,15
36,227,16000,2,48000,429.0,4
14,666,94000,0,62000,375.0,5
8,197,125575,0,8999,211.0,12
20,739,10500,0,93500,280.0,20
3,1464,68425,0,22000,420.0,10
9,503,10500,0,69000,430.0,3
11,443,18051,0,48900,707.0,7
4,130,74850,0,33900,360.0,18
22,475,120250,0,10500,180.0,5
2,1036,22800,0,65900,715.0,6
27,919,100868,0,18995,380.0,17
8,606,116700,3,14000,403.0,10
27,1314,35000,0,27000,295.0,5
14,1113,48000,0,39500,260.0,27
3,1275,122141,0,10500,610.0,22
27,791,68871,0,10900,263.0,21
43,1180,67481,0,12995,300.0,9
14,666,25000,0,53000,375.0,4
11,537,78000,0,33500,360.0,5
26,1381,181000,0,9750,230.0,20
4,970,73837,0,37900,425.0,10
27,920,126500,0,9999,360.0,10
9,1208,15889,0,19975,280.0,10
24,1152,10419,2,28450,199.0,3
36,772,39000,0,84000,362.0,7
36,737,8755,0,57500,416.0,3
36,1445,41500,0,64000,518.0,7
36,350,93000,0,15500,268.0,16
27,788,167500,0,13000,301.0,12
26,1413,57918,0,43000,340.0,8
27,361,123000,2,15999,134.0,11
3,166,83150,0,27499,211.0,13
11,532,130000,0,5500,210.0,18
43,141,185000,0,7950,350.0,14
36,222,13700,0,63999,385.0,3
34,391,111887,0,21900,227.0,10
4,964,67499,0,11900,414.0,17
4,102,71400,0,26500,300.0,8
42,1575,111000,0,5995,260.0,18
3,168,86500,0,20950,252.0,9
14,666,51300,0,31000,325.0,7
9,502,95000,0,21000,350.0,21
26,1420,112000,2,21000,355.0,4
50,1158,87092,0,20989,173.0,8
3,199,35000,2,75000,335.0,5
4,67,72700,0,16995,240.0,9
36,1442,19000,0,56900,463.0,4
22,1771,131100,0,12990,190.0,19
26,1402,4648,2,72900,395.0,2
20,1254,83460,0,49900,295.0,6
34,1068,186117,0,9000,156.0,17
9,1661,60000,3,35000,355.0,7
36,546,76500,0,15999,302.0,11
36,347,76753,0,18900,208.0,9
36,957,26950,0,47999,302.0,7
4,964,14750,0,29999,333.0,24
9,507,2010,0,48000,490.0,7
14,674,92000,3,42000,385.0,7
17,356,99700,0,8500,160.0,21
14,666,51300,0,24995,365.0,9
34,1017,68000,0,20900,181.0,4
20,1257,60000,0,28500,400.0,8
9,507,8600,0,50500,490.0,3
3,1225,22000,2,69500,201.0,4
43,427,73500,0,14599,440.0,12
9,502,143095,0,54000,340.0,27
3,1223,145000,1,12999,240.0,15
3,1460,72922,0,31000,333.0,9
43,140,67522,0,17000,350.0,13
4,50,97700,0,10000,300.0,17
19,1576,134000,0,10500,168.0,26
14,682,128000,0,37000,440.0,8
3,168,125575,0,5000,211.0,14
9,275,194000,3,12240,295.0,20
27,880,65750,0,22000,306.0,12
36,1602,42200,0,34500,211.0,6
39,261,96800,0,31599,390.0,12
4,985,10232,0,81500,617.0,3
14,671,92671,1,34000,440.0,10
27,788,50000,0,38000,301.0,7
34,1067,112000,0,11800,184.0,10
14,315,17500,0,78499,315.0,3
36,1441,72700,0,26999,449.0,9
15,243,61840,0,17500,281.0,10
4,964,1160,0,53000,333.0,23
0,993,72393,0,20599,300.0,9
36,231,4590,0,33900,429.0,10
14,318,14000,0,49000,315.0,3
9,396,10000,0,51999,455.0,2
53,1727,158000,0,7900,282.0,20
17,492,12900,0,40500,172.0,16
14,634,105674,0,18900,375.0,6
27,790,116300,0,29500,301.0,10
14,640,8800,0,65000,400.0,2
8,599,116500,0,24000,420.0,9
53,1726,99000,0,28900,310.0,10
36,229,89600,0,21500,550.0,11
14,1119,68653,0,28499,210.0,8
4,980,8681,0,47000,560.0,9
10,34,63250,0,23500,292.0,9
14,1114,56578,0,26499,460.0,8
8,599,36000,0,46500,420.0,7
34,389,115600,0,10500,244.0,22
26,1428,50400,0,25000,247.0,7
26,1422,15000,0,57000,575.0,3
28,1012,143390,0,10000,240.0,10
39,1410,57500,0,58000,557.0,6
43,431,6200,0,23999,265.0,21
42,1726,135000,0,14000,310.0,17
4,964,60000,0,23000,333.0,23
3,182,103272,0,16900,310.0,12
26,1387,59271,0,54000,380.0,7
36,1484,80081,0,12500,302.0,22
3,166,93000,0,13000,211.0,15
36,547,67250,0,20900,302.0,12
26,1372,87500,0,32000,340.0,9
14,560,163000,3,42000,255.0,9
22,813,46000,0,24995,285.0,5
4,976,45000,0,41500,500.0,17
26,1405,9200,0,93500,523.0,3
43,140,47885,0,51900,355.0,7
4,51,78500,0,17900,300.0,13
53,1726,63300,0,38900,381.0,8
27,1310,130000,0,9975,270.0,15
9,502,45000,0,29900,400.0,11
36,546,84000,0,29800,302.0,11
39,1192,83765,0,25650,260.0,9
14,1113,127500,0,49900,420.0,8
43,420,72000,0,20999,300.0,7
36,547,43000,0,28700,302.0,11
36,205,67100,0,60000,362.0,7
27,881,13700,0,33000,311.0,4
4,45,82000,0,15500,225.0,22
9,398,46000,0,46500,455.0,7
53,1653,149000,0,3995,236.0,22
4,964,72277,0,39950,425.0,10
39,258,162000,0,15500,182.0,11
14,713,74582,3,19950,160.0,7
7,587,157530,0,22945,288.0,11
9,1617,65000,0,30000,355.0,8
4,97,68000,0,20500,240.0,9
14,1110,12088,0,55500,480.0,6
9,1545,54002,0,27500,355.0,6
3,1452,27000,0,50000,354.0,7
27,917,9500,0,34500,471.0,3
3,174,89000,3,19950,220.0,9
4,970,60000,0,37000,425.0,10
53,137,70891,0,26500,200.0,9
39,1352,98413,0,5899,170.0,5
3,187,30951,2,39990,335.0,6
4,964,64800,0,29000,414.0,16
43,308,50011,0,9995,240.0,24
53,436,67500,0,21000,140.0,19
4,964,43000,0,50000,414.0,13
14,1706,119000,3,32900,275.0,7
14,639,179400,0,7100,210.0,15
4,50,53500,0,21999,240.0,17
24,1610,111700,0,26000,365.0,7
22,816,37806,0,41999,285.0,3
44,11,35900,0,39650,395.0,5
4,25,66690,0,24000,410.0,9
50,270,52500,0,30499,260.0,7
39,1684,50850,0,48000,390.0,8
19,1716,162000,0,5800,173.0,13
38,569,146000,0,18995,200.0,22
53,1278,98313,0,6900,179.0,15
27,928,143290,0,28251,409.0,2
24,1608,77300,0,21500,365.0,18
14,646,93500,0,49000,300.0,7
10,1695,95115,3,12500,283.0,13
8,375,101000,0,12000,318.0,12
36,545,27600,0,4700,241.0,5
44,4,8400,0,32000,260.0,3
27,1129,120000,0,6750,200.0,20
36,546,120000,0,31000,302.0,12
34,383,145000,0,10500,244.0,17
39,909,75500,0,17500,170.0,13
53,89,120000,0,20000,270.0,12
27,788,99524,0,24900,301.0,9
54,783,52500,0,21500,200.0,11
4,48,110380,0,13490,248.0,8
32,808,31000,0,29000,404.0,10
50,887,23350,0,33900,152.0,4
39,781,84500,0,20000,485.0,11
26,1400,91500,0,29999,240.0,9
39,1852,199000,0,7200,261.0,17
26,1416,7500,2,51000,375.0,6
3,173,99000,0,9000,211.0,13
36,209,40515,0,28000,469.0,8
43,309,76000,0,29950,265.0,15
3,1301,40000,0,65000,560.0,10
36,1488,46100,0,60500,241.0,4
43,312,67998,0,24999,280.0,20
14,666,105674,0,22000,375.0,7
14,731,161000,2,19000,188.0,7
4,964,59000,0,41500,425.0,10
36,213,40000,0,68500,603.0,6
9,1028,160000,0,10500,160.0,22
48,1573,80000,0,10600,240.0,17
39,1049,76000,0,16000,290.0,7
26,1405,4279,0,54599,518.0,5
9,398,75151,0,33000,455.0,7
36,546,47000,0,29600,302.0,9
4,964,126000,0,18000,333.0,24
3,166,125000,0,15000,211.0,11
10,32,133578,0,6999,300.0,15
43,1174,24500,0,50000,310.0,4
4,977,20500,0,89000,600.0,3
14,320,19590,0,42500,315.0,4
20,1220,130000,0,37000,328.0,12
26,1416,92500,0,17500,340.0,16
10,32,100574,0,8500,363.0,16
36,547,67250,0,21500,302.0,12
11,532,107000,0,14500,210.0,21
28,1001,64776,0,44500,245.0,6
43,1176,77925,0,18500,310.0,9
3,166,111773,0,17000,211.0,13
44,4,8400,2,41900,395.0,3
53,701,170000,0,20490,239.0,18
22,1759,22000,0,39999,285.0,5
3,1301,49872,0,56900,560.0,8
39,1742,162000,0,11000,122.0,14
9,1564,48613,1,79950,445.0,5
4,73,99769,0,21000,300.0,8
15,1678,123500,0,8500,182.0,16
9,396,7982,0,45750,455.0,6
28,1007,52775,0,27500,335.0,6
39,263,106000,0,10400,390.0,8
9,398,83420,0,35899,426.0,18
43,430,7500,0,70999,500.0,12
53,942,173456,0,11200,230.0,23
15,1858,98000,3,22500,320.0,8
19,797,72393,0,34999,311.0,9
39,1128,100000,0,16500,131.0,8
26,1416,44373,0,42900,380.0,6
3,1222,75000,0,19500,248.0,10
36,1443,10500,0,65000,463.0,6
9,1661,25000,0,35000,355.0,7
43,144,5338,0,62900,430.0,5
14,628,53401,3,25000,310.0,12
19,805,152000,0,9000,306.0,14
1,1356,714,0,32000,280.0,8
10,32,96680,3,14000,295.0,10
9,395,74000,0,31950,275.0,8
4,970,25013,0,44000,425.0,7
36,352,39000,0,21999,329.0,11
0,1627,125000,0,12998,305.0,12
9,502,125559,0,11200,430.0,17
3,199,42596,2,26950,335.0,7
36,1604,33300,1,40999,188.0,3
17,1448,111000,0,17238,240.0,11
36,347,53750,0,39900,208.0,11
42,707,199400,0,8400,260.0,28
15,1862,93500,0,22995,355.0,8
36,1445,60000,0,16500,536.0,12
5,300,74500,0,27500,600.0,7
14,1114,48883,0,35750,460.0,10
53,942,166200,0,15000,212.0,28
43,431,67998,0,13000,265.0,14
53,942,137000,0,10999,230.0,25
9,1560,64800,0,25500,195.0,7
11,533,96680,0,6500,230.0,17
14,616,71200,0,14900,173.0,10
3,1454,52500,0,26500,333.0,7
14,560,146000,0,4200,302.0,18
26,1413,103331,0,29000,380.0,10
14,341,68200,0,16600,188.0,6
14,682,38600,1,84995,475.0,4
8,608,103000,3,12000,403.0,14
20,1257,143250,0,8995,400.0,9
20,1253,91239,0,18500,265.0,9
26,1383,118000,0,8500,375.0,22
9,1613,84500,3,16000,320.0,11
20,1253,83112,0,31500,295.0,8
39,728,89987,0,16900,261.0,13
9,398,91491,0,16500,455.0,9
24,1515,50000,0,40000,146.0,4
4,968,4341,2,85500,382.0,6
3,166,125500,0,9999,211.0,13
11,1331,149000,0,11999,210.0,17
4,73,74595,0,17500,300.0,9
4,964,62200,0,40000,425.0,9
53,775,10400,0,27995,228.0,3
3,174,43000,0,59999,252.0,6
36,1481,14993,0,42900,429.0,10
43,144,132000,0,12500,400.0,13
9,1661,51000,0,61000,355.0,5
39,59,123500,0,10000,306.0,18
4,2,163000,0,7000,300.0,12
39,262,135000,0,11900,390.0,12
4,1866,73000,0,9499,184.0,18
22,1761,161000,0,14500,181.0,24
24,1153,109580,0,14000,185.0,10
14,732,112000,2,19780,188.0,13
54,830,50000,0,24900,170.0,8
42,706,59500,0,6000,200.0,24
44,1208,26339,0,29950,280.0,7
4,964,90000,0,10000,333.0,14
26,1385,52000,0,46000,375.0,5
4,964,120000,0,39900,425.0,9
43,150,59000,0,25950,400.0,9
4,1795,106700,0,21000,445.0,10
39,909,14950,0,8999,188.0,14
43,427,29140,0,49900,440.0,7
43,426,49000,0,38900,300.0,7
14,326,17500,0,78900,315.0,3
43,1024,12088,0,86900,450.0,5
14,677,22000,1,52000,475.0,4
4,965,13600,0,65900,453.0,2
36,1484,58600,0,29500,302.0,15
14,666,64517,0,32750,365.0,9
14,671,42200,1,39000,450.0,6
9,1618,115000,0,25500,355.0,10
32,831,38100,0,37900,405.0,17
17,1200,90000,0,24700,280.0,9
22,1765,9200,0,29999,285.0,2
43,420,59500,0,32990,300.0,9
36,227,56778,0,22222,429.0,9
4,73,57500,0,20990,300.0,9
14,1114,98650,0,19000,315.0,20
39,525,139804,0,4900,140.0,20
53,701,193827,0,19780,239.0,18
4,44,199400,0,19950,230.0,12
3,1249,34300,2,27000,335.0,4
14,664,9500,0,52500,400.0,2
27,790,48500,0,33999,301.0,6
36,1492,67303,0,12000,228.0,18
36,227,49000,2,62000,429.0,8
9,1571,89000,0,13000,355.0,10
24,1599,54000,0,71000,281.0,4
36,547,103500,0,12500,268.0,17
9,1612,62950,3,23995,320.0,11
27,877,125575,0,9999,204.0,14
3,1301,20800,0,47500,521.0,3
8,602,32000,0,42000,420.0,4
43,144,23600,0,54500,355.0,19
14,656,5400,0,86999,375.0,6
9,1661,181886,3,21000,355.0,10
28,1697,9095,0,11000,239.0,17
22,1760,115402,0,11000,181.0,22
22,954,107000,0,19500,210.0,15
43,150,2100,0,59900,443.0,4
9,1556,102000,0,16000,355.0,8
34,1321,124700,0,6000,263.0,17
8,235,37500,0,26900,272.0,7
4,65,85766,0,15000,240.0,23
25,287,95400,0,24950,729.0,8
36,225,6423,0,14980,577.0,9
43,430,99100,0,16000,550.0,11
9,275,139000,3,26900,320.0,15
26,1388,52300,0,29950,380.0,6
14,321,72700,0,13888,275.0,10
26,1427,80134,0,57000,518.0,7
44,25,89500,0,24995,410.0,7
4,967,3213,0,71000,503.0,3
11,532,87500,0,16000,210.0,22
36,1602,13044,1,67500,211.0,3
36,331,49500,0,34000,241.0,11
27,927,72277,0,22945,383.0,7
39,258,85253,0,19780,175.0,9
9,1613,87500,0,43500,355.0,6
14,320,28377,0,50900,275.0,6
9,398,96000,0,16000,426.0,10
50,1162,24850,0,9000,181.0,3
53,410,122000,0,9999,210.0,18
4,50,123921,0,8900,300.0,18
14,666,33272,0,46995,375.0,5
50,887,146200,0,7200,150.0,11
44,13,41000,2,50927,395.0,4
26,1373,116000,0,16500,182.0,12
26,1406,22270,0,81000,518.0,4
22,816,25793,0,44990,285.0,3
3,182,70169,0,26000,310.0,7
4,976,24000,0,41999,560.0,7
4,970,23900,0,69000,425.0,6
39,780,127941,0,11500,480.0,16
14,656,12000,0,37900,375.0,3
36,350,67800,0,35000,268.0,17
3,1452,85458,0,13500,333.0,18
26,1416,51000,0,39000,380.0,8
4,961,95000,0,11000,300.0,17
14,683,176691,0,15500,325.0,20
43,160,52500,0,48500,430.0,5
9,1029,74000,0,12449,160.0,13
22,816,13350,0,82499,285.0,3
19,1579,46628,0,15363,185.0,7
15,1677,117660,0,8500,172.0,18
22,814,7500,0,81500,285.0,2
0,1626,80800,0,12000,305.0,18
5,302,80000,0,55000,600.0,13
44,54,130307,1,9950,350.0,18
27,788,63450,0,17777,301.0,12
27,791,153332,0,19950,235.0,18
8,371,54000,0,40000,335.0,10
50,1748,96500,0,15000,268.0,8
8,606,48613,0,40999,420.0,7
36,347,59419,0,29000,208.0,6
9,502,49799,0,47500,400.0,10
39,781,84421,0,35750,480.0,14
9,395,58816,0,19995,335.0,8
14,671,151775,0,10998,430.0,17
34,1063,78717,0,17900,227.0,9
11,1600,140450,1,30000,161.0,9
36,334,134000,0,5500,175.0,12
26,1426,134000,3,11900,510.0,16
27,921,135000,0,14900,380.0,13
36,215,73000,0,59200,563.0,8
9,506,9000,0,55655,490.0,3
4,73,60000,0,24850,300.0,11
43,150,7800,0,53499,400.0,9
53,81,85766,0,20199,270.0,9
27,1317,70780,2,18955,308.0,13
43,144,13177,0,75900,420.0,10
26,1425,49799,0,30000,340.0,9
34,391,16200,0,28500,227.0,3
4,964,52100,0,10499,405.0,12
53,859,120000,0,16000,270.0,11
4,41,133000,0,12000,190.0,26
53,1519,138700,0,8995,381.0,13
54,902,85385,0,13000,150.0,9
32,1264,19300,0,71400,424.0,7
9,471,157530,0,6700,202.0,16
14,666,25000,0,43500,375.0,6
27,791,106778,0,16500,263.0,13
14,732,66000,2,31000,188.0,4
7,955,98528,0,10340,275.0,14
26,1423,49208,0,49000,510.0,10
0,1292,137200,0,10000,300.0,13
27,1320,1600,2,45000,308.0,2
27,921,141209,0,14998,380.0,18
43,150,13500,0,90000,400.0,12
14,1114,60000,0,26000,460.0,8
4,976,13250,0,67900,600.0,4
36,1602,44000,1,41500,188.0,6
26,1416,105000,0,7899,375.0,14
53,1725,28000,0,58000,381.0,7
11,450,73350,0,22000,485.0,8
9,1617,104000,0,31000,355.0,8
36,737,25000,0,32999,416.0,6
36,1600,132000,1,8250,188.0,21
0,872,42000,0,18500,160.0,9
20,1253,26000,0,43000,295.0,5
9,275,116157,3,11900,295.0,20
36,1481,12245,0,83000,518.0,3
1,1358,25000,0,50000,280.0,7
9,1620,52000,0,37500,355.0,4
3,173,73000,0,18750,220.0,9
8,373,69001,0,10999,270.0,13
9,10,23000,0,34999,395.0,3
14,1114,10339,0,48990,460.0,6
43,144,67210,0,19000,350.0,11
31,854,118000,0,18500,189.0,9
53,1727,163620,3,17500,235.0,16
20,741,116451,0,18000,328.0,12
